-1.279497600533267221e+00,1.239708923950900488e+00,4.816999369576515644e-01,1.051861604264072936e+00,8.238443199642977444e-01,3.844011321883021859e-01,1.332068231192695240e+00,9.055352259939059012e-01,-2.129437730821465702e-01,2.129437730821465424e-01,-2.632855526347820385e-01,1.619842045082218629e+00,-4.130414982946326551e-03
2.268844109964226752e-01,2.767207419533261326e-01,-4.722030713827344850e-01,-1.417471939497326125e-02,-2.704437881561596591e-01,-6.714600367114801349e-01,-3.136783358704912095e-01,-5.623934487727847431e-01,7.907327170851311537e-01,-7.907327170851315978e-01,6.842759067448370702e-01,-9.987754143190991085e-01,-6.820369227260021372e-01
4.167621465404657277e-01,-6.862674400442481115e-01,-8.187799643013963236e-01,-2.897693371591018030e-01,-3.815874958049521315e-02,3.691061774005847673e-01,-4.984724327292272550e-01,-8.489442262874754563e-01,4.420273233470486396e-01,-4.420273233470485841e-01,3.384459563882643574e-01,1.479470088217884394e+00,-5.601441293955229384e-01
2.997035013287770444e-01,-6.862674400442481115e-01,-7.607245627286798317e-01,-9.984412114097175328e-01,-7.662732687188885672e-01,-3.033380741387798341e-01,-3.877183251952376342e-01,-7.251022384738171622e-01,2.535069970337968659e+00,-2.535069970337968215e+00,2.747021540931208872e+00,1.032916368242613014e+00,-3.104179724873814550e+00
-2.711042067603294248e-01,2.767207419533261326e-01,3.692634487591799908e-01,7.798002508302541713e-01,6.391961962880272630e-01,3.798733037721029882e-01,2.035308277114992737e-01,2.708521868013703537e-01,9.232186453868965192e-02,-9.232186453868827802e-02,9.805074780055966430e-03,6.533882540388901150e-01,-7.156866214214793187e-01
-8.318397364457472132e-02,2.767207419533261326e-01,1.368720345262689930e+00,1.285057050064489337e+00,1.305872115477185513e+00,1.228221470323669573e+00,6.489504388519545808e-02,1.324171792892224753e+00,-9.137666584508086220e-01,9.137666584508101764e-01,-8.462212192051541404e-01,6.533882540388901150e-01,-4.653339873601192722e-01
-1.091912939262360771e+00,1.239708923950900488e+00,1.268614267390347550e+00,5.188434424345494955e-01,4.916581931272915873e-01,4.212828377465411278e-01,1.156218911788125414e+00,1.655286888984615512e+00,-7.172846569676644135e-01,7.172846569676640804e-01,-6.886222194289052245e-01,6.533882540388901150e-01,5.302251373732668194e-01
-6.338573710427070074e-01,1.239708923950900488e+00,-1.246306236336437223e+00,-1.413347394197471463e+00,-1.279398586622689349e+00,-9.053426180155937919e-01,5.399979774630618845e-01,-1.106411751409776878e+00,-1.541001811125790821e+00,1.541001811125788601e+00,-1.321620474744984230e+00,-9.987754143190991085e-01,1.626429347397414793e-01
-1.314397072397620825e+00,1.239708923950900488e+00,-8.300947207227694635e-01,-6.138201514531869130e-01,-8.400062947104494082e-01,-1.159001140529159368e+00,1.320343703248613609e+00,-5.326453369996542175e-01,1.676481921619703108e+00,-1.676481921619702886e+00,1.655098290022500418e+00,1.479470088217884394e+00,-1.703786533997630803e+00
-6.610386904755218840e-01,2.767207419533261326e-01,-6.561636880776404723e-01,9.241593363257494254e-01,4.528038638322336440e-01,-4.558429526836830781e-01,5.818983887865668558e-01,-5.128832267425509350e-01,-6.544921346993713973e-01,6.544921346993740618e-01,-6.373279537035880793e-01,6.533882540388901150e-01,1.194396303073723964e-01
